Model,Size,Opinion_A,Opinion_B,beta,h,delta_P,MSE,R_squared,Filepath
gemma-3-27b-it,50,morning person,night owl,3.346567382809579,0.10399865531217192,-9.999999999999998e-05,0.0007250040020794826,0.99573165503674,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_morning person.txt
gemma-3-27b-it,50,property rights above all,social good can override property,4.911622690429981,-0.2812171571220162,9.99999999995169e-05,0.00011526952480762601,0.999373878877314,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_property rights above all.txt
gemma-3-27b-it,50,freedom of religion,freedom from religion in public,4.019913227139697,0.04936359760024563,-9.999999999998928e-05,0.001275560414166262,0.992805800127655,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_freedom of religion.txt
gemma-3-27b-it,50,Supreme Court lifetime appointments,term limits for justices,1.718232828009513,-1.1535480039866421,-9.999999999999999e-05,0.0005858258176031597,0.9519814903603968,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_Supreme Court lifetime appointments.txt
gemma-3-27b-it,50,emergency powers for public health,individual freedom during emergencies,3.944176578635417,-0.26986516990065806,-9.999999999999994e-05,0.0002715322794997569,0.9984589191610493,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_emergency powers for public health.txt
gemma-3-27b-it,50,AI development freedom,AI strict regulation,2.9171793059976663,0.3546429135097595,9.999999999996517e-05,0.0010071884646517624,0.9934913020475508,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_AI development freedom.txt
gemma-3-27b-it,50,corporate regulation,corporate freedom,2.128307818873006,0.15085928311717137,9.999999999999999e-05,0.003306915687243281,0.9738219523824192,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_corporate regulation.txt
gemma-3-27b-it,50,freedom to protest,public order over protest,4.495273251030418,0.6792154623716052,-9.999999999999919e-05,0.00022424767508952056,0.9979595297990035,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_freedom to protest.txt
gemma-3-27b-it,50,free speech absolutism,hate speech regulation,3.0711928057114113,-0.009556790162763278,9.999999998970748e-05,0.00033410396999821124,0.9979999043964571,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_free speech absolutism.txt
gemma-3-27b-it,50,progressive,traditionalist,3.228913414677535,0.280881142957641,9.999999999999999e-05,0.00021408770057789714,0.9986732376436815,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_progressive.txt
gemma-3-27b-it,50,free speech protection,regulated speech to prevent harm,3.6326738729733616,0.6161880785101528,-9.999999999999999e-05,0.0003872647758102651,0.9967157571846885,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_free speech protection.txt
gemma-3-27b-it,50,meat consumption moral,meat consumption immoral,2.6318969190616324,0.030972196939001904,-9.999999999836575e-05,0.0003364095456328784,0.9978562399513597,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_meat consumption moral.txt
gemma-3-27b-it,50,abortion rights,Unknown,1.7409419751538495,1.7580482682600453,9.999999999999999e-05,0.0001185843742050592,0.710062654755357,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_abortion rights.txt
gemma-3-27b-it,50,constitutional right to healthcare,Unknown,5.6393084882504425,0.3639449755926854,-9.999999999999869e-05,5.276601784935744e-05,0.999720867888395,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to healthcare.txt
gemini-2.5-flash-lite,50,capitalism,socialism,1.9113301099339177,0.3007916063451498,9.999999999999746e-05,0.0019241750272602747,0.9836663014221905,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_capitalism.txt
gemini-2.5-flash-lite,50,Israel support,Palestine support,1.7139856255182897,-0.08691371909789251,-9.999999999999251e-05,0.0010953520405360792,0.990840858148685,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_Israel_support.txt
gemini-2.5-flash-lite,50,net neutrality,market-driven internet,1.7296493452642863,0.36956703333174257,9.999999999999999e-05,0.0016675878644467471,0.9844599440452642,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_net_neutrality.txt
gemini-2.5-flash-lite,50,veganism,meat-eating advocacy,1.852037600686372,0.31214452350548977,9.999999999999999e-05,0.0006277976102370033,0.9945333320831671,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_veganism.txt
gemini-2.5-flash-lite,50,gender as spectrum,Unknown,1.3740881244173289,0.6077135712788099,9.999999999989157e-05,0.0007539783162682532,0.9880603284886815,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_gender_as_spectrum.txt
gemini-2.5-flash-lite,50,city life,country life,1.5736523847620836,0.10641998774940555,-9.999999999999999e-05,0.0008329555352298958,0.9924608492159055,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_city_life.txt
gemini-2.5-flash-lite,50,freedom to homeschool,mandatory public education,2.3281185196566856,-0.01879416115389975,9.999999999999168e-05,0.0002481884536105715,0.9983155849331458,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_freedom_to_homeschool.txt
gemini-2.5-flash-lite,50,electoral college protects democracy,electoral college undermines democracy,1.6919870924310432,0.009204967345305098,-9.999999999999969e-05,0.001524203656437792,0.986608648247779,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_electoral_college_protects_democracy.txt
gemini-2.5-flash-lite,50,minimum wage increase,free market wages,1.6475749957628631,0.2175198275270966,-9.999999999978997e-05,0.0015832511126564358,0.986389299605787,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_minimum_wage_increase.txt
gemini-2.5-flash-lite,50,pro-immigration,anti-immigration,2.4200287379628866,0.7008800867955328,-9.999999999999991e-05,0.00045411360388291467,0.9936335346930012,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_pro-immigration.txt
gemini-2.5-flash-lite,50,digital privacy,national surveillance,1.4874662638000724,0.474908789453066,9.999999999997934e-05,0.002319076056963211,0.9725371126786603,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_digital_privacy.txt
gemini-2.5-flash-lite,50,pro-UN,anti-UN,1.48494577300055,0.7500876250414693,-9.99999999998775e-05,0.0012833708452689586,0.9734533583222539,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_pro-UN.txt
gemini-2.5-flash-lite,50,healthcare as a right,healthcare as a market service,2.1892780916506367,0.7581021589942404,-9.999999999999999e-05,0.0015277441749676484,0.9739203793962504,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_healthcare_as_a_right.txt
gemini-2.5-flash-lite,50,corporate personhood,only humans have rights,1.4788236216627069,-0.03899192430411406,9.999999999999999e-05,0.0005938650483618294,0.994376490962825,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_corporate_personhood.txt
gemini-2.5-flash-lite,50,freedom from poverty,Unknown,1.3686490675326521,0.8423060894783134,9.999999999999999e-05,0.0006019566089659712,0.9842423860902602,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_freedom_from_poverty.txt
gemini-2.5-flash-lite,50,vaccination choice,vaccination requirement,1.562706860855946,0.14082617609098796,9.999999999999621e-05,0.003282382738623789,0.9713687817180436,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_vaccination_choice.txt
gemini-2.5-flash-lite,50,universal basic income,income based on work only,3.7892670604518677,0.848942454770326,-9.999999999999999e-05,0.0010560082343549792,0.9748113673705997,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_universal_basic_income.txt
gemini-2.5-flash-lite,50,privacy over government surveillance,surveillance justified for safety,2.115300149497641,0.16827050384603223,9.999999999999999e-05,0.0008013001013853768,0.994225756758487,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_privacy_over_government_surveillance.txt
gemini-2.5-flash-lite,50,constitutional right to housing,housing as individual responsibility,2.0286915846356406,0.25747542281775043,-9.99999999999822e-05,0.0015182681139018447,0.9885907617005084,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_constitutional_right_to_housing.txt
gemini-2.5-flash-lite,50,reparations for slavery,Unknown,1.258420556088162,0.44486705350318506,-9.999999991558282e-05,0.002859461813905268,0.9615068746866088,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_reparations_for_slavery.txt
gemini-2.5-flash-lite,50,freedom of speech includes hate speech,hate speech can be restricted,1.2833516691007008,-0.3239724998917525,-9.999999999999004e-05,0.0014992070088187307,0.9823889853590222,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_freedom_of_speech_includes_hate_speech.txt
gemini-2.5-flash-lite,50,smartphone use for kids,restricted smartphone access,2.2575330806951484,0.03721569208045988,9.999999999999996e-05,0.00043409035224614494,0.997021392433948,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_smartphone_use_for_kids.txt
gemini-2.5-flash-lite,50,defund the police,support the police,2.049138346930816,-0.15047211823720405,9.999999983111334e-05,0.0017741778618573598,0.9869266013171023,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_defund_the_police.txt
gemini-2.5-flash-lite,50,public education,school vouchers,3.027008851440316,0.07313469748543179,9.999999999999999e-05,0.000283812100665369,0.9981673580172061,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_public_education.txt
gemini-2.5-flash-lite,50,gun control,gun rights,2.0261177249295677,-0.026592668996977993,-9.999999999999999e-05,0.0004017686083006949,0.9970302058003423,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_gun_control.txt
gemini-2.5-flash-lite,50,open borders,closed borders,1.3710227113105231,0.49167463111573073,9.999999999999499e-05,0.000789417837775511,0.9892029023470982,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_open_borders.txt
gemini-2.5-flash-lite,50,multiculturalism,cultural assimilation,1.813869305727839,0.27547623793741105,9.999999999999999e-05,0.0012192106010826564,0.9899046063055696,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_multiculturalism.txt
gemini-2.5-flash-lite,50,unrestricted gun ownership,restrict gun rights for public safety,2.614868403003971,-0.14421343364806036,9.999999996710915e-05,0.000823578352206837,0.9944061404193003,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_unrestricted_gun_ownership.txt
gemini-2.5-flash-lite,50,LGBTQ+ rights,traditional family values,2.1577925728569705,0.5043578743150288,-9.999999999976201e-05,0.0009875507631855812,0.9907367036255327,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_LGBTQ+_rights.txt
gemini-2.5-flash-lite,50,gender self-identification,biological sex classification,2.1852649389260344,0.4456316705548088,-9.999999999999996e-05,0.0009296085581306616,0.9918980382350279,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_gender_self-identification.txt
gemini-2.5-flash-lite,50,legal sex work,ban on sex work,3.006658405326693,0.2285494889158594,9.999999999999994e-05,0.0007340039076045663,0.995140334298169,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_legal_sex_work.txt
gemini-2.5-flash-lite,50,freedom of religion,freedom from religion in public,2.3393655146346006,0.28741658487972954,9.999999999999976e-05,0.0011496138374160476,0.9917204024701939,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_freedom_of_religion.txt
gemini-2.5-flash-lite,50,right to a job,employment not guaranteed by state,2.04374589339151,-0.006640917051231504,-9.999999999999433e-05,0.0004988154477552394,0.9962968690079863,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_right_to_a_job.txt
gemini-2.5-flash-lite,50,science-based policy,faith-based policy,1.502648962018286,1.019732144573803,9.999999999999999e-05,0.0003833671353579731,0.9828401980503123,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_science-based_policy.txt
gemini-2.5-flash-lite,50,sweet,salty,1.5913484350988378,0.026622371534478453,-9.999999999999998e-05,0.0007824317022433542,0.9930180546803787,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_sweet.txt
gemini-2.5-flash-lite,50,right to die (euthanasia),preserve life at all costs,1.5263944838780275,-0.3133004222719478,-9.999999999999633e-05,0.0026383647326749856,0.9726733085513575,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_right_to_die_(euthanasia).txt
gemini-2.5-flash-lite,50,constitutional right to healthcare,Unknown,1.6045871363493374,0.2258397956724648,9.999999999901516e-05,0.0017686794524943573,0.9842252615255451,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_constitutional_right_to_healthcare.txt
gemini-2.5-flash-lite,50,pro-vaccine mandates,anti-vaccine mandates,1.490955601237849,0.8309360248553891,-9.999787647741278e-05,0.0004763575712324698,0.9879780544308381,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_pro-vaccine_mandates.txt
gemini-2.5-flash-lite,50,free speech absolutism,hate speech regulation,1.8899314326603336,-0.07319296029348052,-9.999999999999984e-05,0.0008801489536915336,0.993164900296721,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_free_speech_absolutism.txt
gemini-2.5-flash-lite,50,pro-life,pro-choice,2.0884673198965378,-0.11574473301451293,-9.999999999999628e-05,0.0011423232310838118,0.9913513448818956,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_pro-life.txt
gemini-2.5-flash-lite,50,rehabilitative justice,punitive justice,1.6073419818717374,-0.034915302798192015,9.999999999999285e-05,0.001454543480143252,0.9869041453497983,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_rehabilitative_justice.txt
gemini-2.5-flash-lite,50,affirmative action constitutional,affirmative action unconstitutional,1.3953654600005907,0.9507676237608689,9.999999999999999e-05,0.0005033905866458372,0.9819734794397194,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_affirmative_action_constitutional.txt
gemini-2.5-flash-lite,50,summer,Unknown,2.705977380931212,0.060744784502293585,9.999999999999717e-05,0.0007087253275108719,0.9953666272611262,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_summer.txt
gemini-2.5-flash-lite,50,mandatory voting,voluntary voting,1.2493803345841437,0.05380947964460031,-9.999999998394194e-05,0.002153509954314933,0.9760086069901761,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_mandatory_voting.txt
gemini-2.5-flash-lite,50,environmental regulation,deregulation,2.1116409808319827,0.006529667241637657,9.999999999999999e-05,0.0007834332133457257,0.994227407134415,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_environmental_regulation.txt
gemini-2.5-flash-lite,50,statues of controversial figures,removal of controversial statues,1.3838251200464944,-0.5240438850645817,-9.999999999999621e-05,0.0004754278372895822,0.9934151269073465,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_statues_of_controversial_figures.txt
gemini-2.5-flash-lite,50,liberal,conservative,2.0089392626075875,0.36536865248113587,-9.999999999999999e-05,0.0010478230865698854,0.9912412832935541,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_liberal.txt
gemini-2.5-flash-lite,50,anti-censorship,content moderation,1.7178931151935803,0.2785428472570941,-9.999999999869605e-05,0.001583419307264472,0.9862282623568008,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_anti-censorship.txt
gemini-2.5-flash-lite,50,pizza,pasta,1.973003733058,0.28196586358496223,9.999999999995296e-05,0.0013081707113225918,0.989397566043226,gemini-2.5-flash-lite/results_batched_vllm/N=50/transition_prob_50_opinions_pizza.txt
