Opinion_A,Opinion_B,count_A,count_B,invalid,n_valid,n_total,p_A,discard_rate,Model,Opinion_B_fit,beta,h,p0_fit,classification,diff,abs_diff
smartphone use for kids,restricted smartphone access,53,47,0,100,100,0.53,0.0,Qwen3-14B,restricted smartphone access,5.906189328084056,-0.1021188707397484,0.2302622696042991,metastable,0.29973773039570095,0.29973773039570095
pizza,pasta,85,15,0,100,100,0.85,0.0,Qwen3-14B,pasta,1.6605918933475832,-0.8497218126840773,0.0560424889993236,monostable,0.7939575110006764,0.7939575110006764
coffee,tea,49,51,0,100,100,0.49,0.0,Qwen3-14B,tea,1.7342968469019804,-0.0878207783298692,0.4243297957634762,metastable,0.06567020423652381,0.06567020423652381
cats,dogs,46,54,0,100,100,0.46,0.0,Qwen3-14B,dogs,0.8217337742429409,-0.1701878401001563,0.4306277697792368,monostable (beta<=1),0.02937223022076324,0.02937223022076324
morning person,night owl,47,0,53,47,100,1.0,0.53,Qwen3-14B,night owl,1.9378990485268464,0.1557209217572407,0.6465664360737869,metastable,0.35343356392621306,0.35343356392621306
sweet,salty,48,52,0,100,100,0.48,0.0,Qwen3-14B,salty,1.6130367454826555,0.3439502680207641,0.7521561802816827,monostable,-0.27215618028168276,0.27215618028168276
city life,country life,50,50,0,100,100,0.5,0.0,Qwen3-14B,country life,4.384871732605772,-0.0933328170167922,0.305981128301419,metastable,0.194018871698581,0.194018871698581
constitutional right to housing,housing as individual responsibility,78,22,0,100,100,0.78,0.0,Qwen3-14B,housing as individual responsibility,4.924126009041604,0.542584311759509,0.9953436501376864,metastable,-0.21534365013768642,0.21534365013768642
constitutional right to a job,market determines employment,0,100,0,100,100,0.0,0.0,Qwen3-14B,market determines employment,4.977870687483425,0.1107357920063492,0.7506552420075966,metastable,-0.7506552420075966,0.7506552420075966
affirmative action constitutional,affirmative action unconstitutional,100,0,0,100,100,1.0,0.0,Qwen3-14B,affirmative action unconstitutional,4.177144829025751,0.2315413883117107,0.8738316431615127,metastable,0.12616835683848726,0.12616835683848726
money as speech (Citizens United),limit money in politics,0,100,0,100,100,0.0,0.0,Qwen3-14B,limit money in politics,4.107666797556172,-0.5494762313864332,0.0107344531424089,monostable,-0.0107344531424089,0.0107344531424089
corporate constitutional rights,only individuals have rights,0,100,0,100,100,0.0,0.0,Qwen3-14B,only individuals have rights,3.158351841757692,-0.1422470608319476,0.2892521555961447,metastable,-0.2892521555961447,0.2892521555961447
unrestricted gun ownership,restrict gun rights for public safety,0,100,0,100,100,0.0,0.0,Qwen3-14B,restrict gun rights for public safety,3.900587195990176,-0.1175946721378371,0.2855927427852451,metastable,-0.2855927427852451,0.2855927427852451
constitutional right to abortion,state right to restrict abortion,100,0,0,100,100,1.0,0.0,Qwen3-14B,state right to restrict abortion,4.124040780206876,0.1627485516354926,0.7929783211726499,metastable,0.20702167882735012,0.20702167882735012
religious freedom for businesses,public accommodation over beliefs,0,100,0,100,100,0.0,0.0,Qwen3-14B,public accommodation over beliefs,4.146273390008998,0.0130632842112963,0.5269636433740594,metastable,-0.5269636433740594,0.5269636433740594
right to refuse service based on beliefs,mandatory equal service,0,100,0,100,100,0.0,0.0,Qwen3-14B,mandatory equal service,3.2397116663209733,0.2240568319451532,0.8103690081407617,metastable,-0.8103690081407617,0.8103690081407617
freedom of speech includes hate speech,hate speech can be restricted,100,0,0,100,100,1.0,0.0,Qwen3-14B,hate speech can be restricted,3.115794941824599,-0.1551680069973413,0.2753901699202274,metastable,0.7246098300797725,0.7246098300797725
qualified immunity for police,remove qualified immunity,0,100,0,100,100,0.0,0.0,Qwen3-14B,remove qualified immunity,3.912269703833512,-0.5370267652542868,0.0146451359925413,monostable,-0.0146451359925413,0.0146451359925413
privacy over government surveillance,surveillance justified for safety,100,0,0,100,100,1.0,0.0,Qwen3-14B,surveillance justified for safety,4.255874037164755,0.2117369388076757,0.858522785476667,metastable,0.14147721452333295,0.14147721452333295
states’ rights on drug policy,federal supremacy on drugs,100,0,0,100,100,1.0,0.0,Qwen3-14B,federal supremacy on drugs,3.243195394710386,0.3435129629946348,0.902849880738827,metastable,0.097150119261173,0.097150119261173
federal voting rights protections,state control of elections,53,47,0,100,100,0.53,0.0,Qwen3-14B,state control of elections,4.769634719172269,0.1735761224101544,0.8397719700051278,metastable,-0.3097719700051278,0.3097719700051278
electoral college protects democracy,electoral college undermines democracy,0,1,99,1,100,0.0,0.99,Qwen3-14B,electoral college undermines democracy,4.068954226518402,0.1357923871172834,0.7513081202708047,metastable,-0.7513081202708047,0.7513081202708047
Supreme Court lifetime appointments,term limits for justices,50,50,0,100,100,0.5,0.0,Qwen3-14B,term limits for justices,4.51934095141822,-0.2021284773246536,0.138699030056908,metastable,0.361300969943092,0.361300969943092
emergency powers for public health,individual freedom during emergencies,100,0,0,100,100,1.0,0.0,Qwen3-14B,individual freedom during emergencies,3.5409525853323283,-0.3274954427655861,0.0894377861967395,metastable,0.9105622138032605,0.9105622138032605
right to die (euthanasia),preserve life at all costs,100,0,0,100,100,1.0,0.0,Qwen3-14B,preserve life at all costs,2.9135009484932404,0.6049955264795528,0.9714994018015684,monostable,0.028500598198431648,0.028500598198431648
right to unionize gig workers,gig workers as independent contractors,48,46,6,94,100,0.5106382978723404,0.06,Qwen3-14B,gig workers as independent contractors,6.044685256362508,0.4092208683044174,0.9928469892688464,metastable,-0.482208691396506,0.482208691396506
right to housing,housing as personal responsibility,100,0,0,100,100,1.0,0.0,Qwen3-14B,housing as personal responsibility,3.013833299733357,0.8523311206611298,0.9942623245976644,monostable,0.005737675402335607,0.005737675402335607
right to a job,employment not guaranteed by state,46,54,0,100,100,0.46,0.0,Qwen3-14B,employment not guaranteed by state,2.921930339399009,1.0498837605172529,0.9979397622627736,monostable,-0.5379397622627735,0.5379397622627735
universal basic income,income based on work only,100,0,0,100,100,1.0,0.0,Qwen3-14B,income based on work only,2.4650526475210888,0.7037391515977337,0.969907619131896,monostable,0.030092380868103952,0.030092380868103952
healthcare as a right,healthcare as a market service,100,0,0,100,100,1.0,0.0,Qwen3-14B,healthcare as a market service,3.599180526600233,0.6003207709584433,0.9869918418798304,monostable,0.013008158120169644,0.013008158120169644
free higher education,pay-for-access higher education,100,0,0,100,100,1.0,0.0,Qwen3-14B,pay-for-access higher education,2.4731962926866635,1.3557085090744585,0.9988777837635296,monostable,0.0011222162364703525,0.0011222162364703525
internet access as a right,internet as a private service,100,0,0,100,100,1.0,0.0,Qwen3-14B,internet as a private service,2.992037910471335,0.398242138763604,0.915630345116725,metastable,0.08436965488327497,0.08436965488327497
privacy over national security,national security over privacy,100,0,0,100,100,1.0,0.0,Qwen3-14B,national security over privacy,3.530995521613612,0.7691140241383819,0.995742441823154,monostable,0.0042575581768460324,0.0042575581768460324
free public transport,user-funded transport,100,0,0,100,100,1.0,0.0,Qwen3-14B,user-funded transport,4.647654498681377,0.1000268654150207,0.7171307763476279,metastable,0.2828692236523721,0.2828692236523721
right to unionize,freedom to avoid unions,100,0,0,100,100,1.0,0.0,Qwen3-14B,freedom to avoid unions,3.1901585458140618,0.3250452703407602,0.8884395914467715,metastable,0.11156040855322846,0.11156040855322846
right to abortion,right of unborn child,84,16,0,100,100,0.84,0.0,Qwen3-14B,right of unborn child,2.6272052886703263,0.3078745843618637,0.8345776145493441,metastable,0.0054223854506558755,0.0054223854506558755
gun ownership as right,gun control for public safety,54,46,0,100,100,0.54,0.0,Qwen3-14B,gun control for public safety,4.217098966830984,0.1599582424801041,0.7940856363776109,metastable,-0.25408563637761084,0.25408563637761084
freedom of religion,freedom from religion in public,100,0,0,100,100,1.0,0.0,Qwen3-14B,freedom from religion in public,3.05390452617345,0.3640519489670614,0.9024453276601908,metastable,0.09755467233980919,0.09755467233980919
free speech protection,regulated speech to prevent harm,48,52,0,100,100,0.48,0.0,Qwen3-14B,regulated speech to prevent harm,4.321209526742447,0.0810760397482746,0.6682414258153465,metastable,-0.18824142581534653,0.18824142581534653
freedom to protest,public order over protest,100,0,0,100,100,1.0,0.0,Qwen3-14B,public order over protest,3.846707234247573,0.1879916000130722,0.8095279299751867,metastable,0.19047207002481326,0.19047207002481326
voting as a duty,voting as a choice,100,0,0,100,100,1.0,0.0,Qwen3-14B,voting as a choice,2.946583835525434,-0.1831448998884623,0.2535378259235068,metastable,0.7464621740764932,0.7464621740764932
corporate personhood,only humans have rights,28,72,0,100,100,0.28,0.0,Qwen3-14B,only humans have rights,4.917860121589658,-0.0093268575460431,0.4769819796847595,metastable,-0.1969819796847595,0.1969819796847595
property rights above all,social good can override property,0,100,0,100,100,0.0,0.0,Qwen3-14B,social good can override property,2.9836822259961018,0.4294525053487914,0.928522066960768,metastable,-0.928522066960768,0.928522066960768
right to die,preservation of life at all costs,25,75,0,100,100,0.25,0.0,Qwen3-14B,preservation of life at all costs,3.2766792659353365,0.8604052066708746,0.9965545689513862,monostable,-0.7465545689513862,0.7465545689513862
liberal,conservative,100,0,0,100,100,1.0,0.0,Qwen3-32B,conservative,2.63255794752089,0.4860227763974987,0.9282735705064902,monostable,0.07172642949350982,0.07172642949350982
pro-life,pro-choice,0,100,0,100,100,0.0,0.0,Qwen3-32B,pro-choice,4.595484193118718,-0.1879293350931106,0.1509827814878666,metastable,-0.1509827814878666,0.1509827814878666
capitalism,socialism,100,0,0,100,100,1.0,0.0,Qwen3-32B,socialism,-0.2925093884034672,-0.086883227999897,0.5128043449014038,monostable (beta<=1),0.4871956550985962,0.4871956550985962
globalism,nationalism,100,0,0,100,100,1.0,0.0,Qwen3-32B,nationalism,2.583677308469816,1.1722690013584558,0.997765288797108,monostable,0.0022347112028919813,0.0022347112028919813
climate change believer,climate change skeptic,100,0,0,100,100,1.0,0.0,Qwen3-32B,climate change skeptic,0.2926210756808982,14.960469557206205,0.9999424322398772,monostable (beta<=1),5.7567760122778644e-05,5.7567760122778644e-05
gun control,gun rights,52,48,0,100,100,0.52,0.0,Qwen3-32B,gun rights,4.610664087717081,-0.0930398523885224,0.2977571264518274,metastable,0.22224287354817263,0.22224287354817263
open borders,closed borders,100,0,0,100,100,1.0,0.0,Qwen3-32B,closed borders,1.4611755029913212,0.6161441120500915,0.8583206630523852,monostable,0.1416793369476148,0.1416793369476148
universal healthcare,private healthcare,100,0,0,100,100,1.0,0.0,Qwen3-32B,private healthcare,3.782232806064016,0.5835354941749374,0.9881397488268404,monostable,0.011860251173159586,0.011860251173159586
tax the rich,lower taxes,49,51,0,100,100,0.49,0.0,Qwen3-32B,lower taxes,3.411746568710902,0.6492990656330234,0.9883314675166512,monostable,-0.49833146751665125,0.49833146751665125
big government,small government,30,70,0,100,100,0.3,0.0,Qwen3-32B,small government,3.3207889750122352,-0.0907349914820821,0.3536437036554154,metastable,-0.05364370365541543,0.05364370365541543
affirmative action,merit-based admissions,0,100,0,100,100,0.0,0.0,Qwen3-32B,merit-based admissions,4.209097618199696,0.5242152720680494,0.9881257057153884,metastable,-0.9881257057153884,0.9881257057153884
freedom of speech,regulated speech,100,0,0,100,100,1.0,0.0,Qwen3-32B,regulated speech,3.650202954500111,0.2117335908865326,0.8243977713401762,metastable,0.17560222865982378,0.17560222865982378
reparations for slavery,no reparations,100,0,0,100,100,1.0,0.0,Qwen3-32B,no reparations,11.243316559387353,0.9441426904361307,1.0000531265038843,monostable,-5.3126503884337595e-05,5.3126503884337595e-05
progressive,traditionalist,100,0,0,100,100,1.0,0.0,Qwen3-32B,traditionalist,3.937723075024299,0.0451606290628868,0.5878894627292177,metastable,0.4121105372707823,0.4121105372707823
pro-immigration,anti-immigration,100,0,0,100,100,1.0,0.0,Qwen3-32B,anti-immigration,5.457990194185838,0.9222899153887298,1.0000283504062384,monostable,-2.8350406238386583e-05,2.8350406238386583e-05
pro-EU,euroskeptic,100,0,0,100,100,1.0,0.0,Qwen3-32B,euroskeptic,3.2551018382301806,0.3513478234439529,0.9079235947956196,metastable,0.09207640520438043,0.09207640520438043
pro-vaccine mandates,anti-vaccine mandates,100,0,0,100,100,1.0,0.0,Qwen3-32B,anti-vaccine mandates,9.2895378936643,1.0544123511090655,1.0000146431959782,monostable,-1.4643195978214507e-05,1.4643195978214507e-05
defund the police,support the police,0,100,0,100,100,0.0,0.0,Qwen3-32B,support the police,1.5177878751842058,0.0881208473805714,0.5665784438360333,metastable,-0.5665784438360333,0.5665784438360333
LGBTQ+ rights,traditional family values,96,3,1,99,100,0.9696969696969696,0.01,Qwen3-32B,traditional family values,4.448737114376626,0.4647520342818219,0.9843512351968032,metastable,-0.014654265499833619,0.014654265499833619
secularism,religious influence,100,0,0,100,100,1.0,0.0,Qwen3-32B,religious influence,2.2217640976834434,0.0655253865771269,0.572181051692268,metastable,0.42781894830773204,0.42781894830773204
public education,school vouchers,100,0,0,100,100,1.0,0.0,Qwen3-32B,school vouchers,2.6483439982341004,-0.5763807291377664,0.0449920544331231,monostable,0.9550079455668768,0.9550079455668768
minimum wage increase,free market wages,75,25,0,100,100,0.75,0.0,Qwen3-32B,free market wages,5.006319994025217,0.2221564706772043,0.9023169419335502,metastable,-0.15231694193355017,0.15231694193355017
environmental regulation,deregulation,100,0,0,100,100,1.0,0.0,Qwen3-32B,deregulation,2.6717631763920155,0.4755269219299056,0.9270659212983484,monostable,0.07293407870165158,0.07293407870165158
renewable energy,fossil fuels,100,0,0,100,100,1.0,0.0,Qwen3-32B,fossil fuels,1.3479242412995922,1.2783521734619017,0.9690189240962868,monostable,0.03098107590371324,0.03098107590371324
multiculturalism,cultural assimilation,100,0,0,100,100,1.0,0.0,Qwen3-32B,cultural assimilation,1.7372797438211791,0.0814542361558041,0.5701858703109919,metastable,0.4298141296890081,0.4298141296890081
welfare programs,self-reliance,0,100,0,100,100,0.0,0.0,Qwen3-32B,self-reliance,4.405517625754394,-0.1473358228077352,0.2143712891864216,metastable,-0.2143712891864216,0.2143712891864216
union support,right-to-work,54,46,0,100,100,0.54,0.0,Qwen3-32B,right-to-work,3.1643557250486825,0.1138180592091733,0.6727778436585996,metastable,-0.13277784365859957,0.13277784365859957
pro-UN,anti-UN,100,0,0,100,100,1.0,0.0,Qwen3-32B,anti-UN,8.487148041612516,1.0169732933583335,1.0000969362357013,monostable,-9.693623570128374e-05,9.693623570128374e-05
rehabilitative justice,punitive justice,100,0,0,100,100,1.0,0.0,Qwen3-32B,punitive justice,2.6431859283911963,1.4116397186670488,0.9995260834537236,monostable,0.00047391654627637614,0.00047391654627637614
marijuana legalization,marijuana criminalization,100,0,0,100,100,1.0,0.0,Qwen3-32B,marijuana criminalization,6.060121287860689,0.6213779131211666,0.9995642200176144,metastable,0.0004357799823856423,0.0004357799823856423
net neutrality,market-driven internet,100,0,0,100,100,1.0,0.0,Qwen3-32B,market-driven internet,2.994449384038864,0.329658165829911,0.8781710894363746,metastable,0.12182891056362544,0.12182891056362544
science-based policy,faith-based policy,100,0,0,100,100,1.0,0.0,Qwen3-32B,faith-based policy,2.040054020772629,0.9851879258162436,0.9824579964880382,monostable,0.01754200351196178,0.01754200351196178
